,sentence_good,sentence_bad,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,dependency_length,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pairID,target,target_phrase
125,The grandson of a lot of customers is cleaning a restaurant.,The grandson of a lot of customers were cleaning a restaurant.,The grandson of a lot of customers,is,were,7,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,125,grandson,The grandson of a lot of customers
126,The drawings of this spinach are appearing.,The drawings of this spinach was appearing.,The drawings of this spinach,are,was,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,126,drawings,The drawings of this spinach
127,The movies about Monet aren't impressing a driver.,The movies about Monet wasn't impressing a driver.,The movies about Monet,aren't,wasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,127,movies,The movies about Monet
128,The nieces of Tanya don't boycott committees.,The nieces of Tanya doesn't boycott committees.,The nieces of Tanya,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,128,nieces,The nieces of Tanya
129,A brother of most drivers doesn't study.,A brother of most drivers don't study.,A brother of most drivers,doesn't,don't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,129,brother,A brother of most drivers
130,The stories about Galileo do hurt Caroline.,The stories about Galileo does hurt Caroline.,The stories about Galileo,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,130,stories,The stories about Galileo
131,The grandmothers of Emily don't propose to play.,The grandmothers of Emily doesn't propose to play.,The grandmothers of Emily,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,131,grandmothers,The grandmothers of Emily
132,The plays about travel confuse Veronica.,The plays about travel confuses Veronica.,The plays about travel,confuse,confuses,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,132,plays,The plays about travel
133,The documentaries about Monet were distracting most universities.,The documentaries about Monet is distracting most universities.,The documentaries about Monet,were,is,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,133,documentaries,The documentaries about Monet
134,The grandmother of a lot of dancers replies.,The grandmother of a lot of dancers reply.,The grandmother of a lot of dancers,replies,reply,7,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,134,grandmother,The grandmother of a lot of dancers
135,The photographs of Marie are boring Winston Churchill.,The photographs of Marie is boring Winston Churchill.,The photographs of Marie,are,is,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,135,photographs,The photographs of Marie
136,A granddaughter of the Impressionists flees from Sabrina.,A granddaughter of the Impressionists flee from Sabrina.,A granddaughter of the Impressionists,flees from,flee from,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,136,granddaughter,A granddaughter of the Impressionists
137,A commentary about the Impressionists hasn't embarrassed Jane.,A commentary about the Impressionists haven't embarrassed Jane.,A commentary about the Impressionists,hasn't,haven't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,137,commentary,A commentary about the Impressionists
138,The story about the Lutherans doesn't sound like Wayne.,The story about the Lutherans don't sound like Wayne.,The story about the Lutherans,doesn't,don't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,138,story,The story about the Lutherans
139,A documentary about the Lutherans does bore Frank.,A documentary about the Lutherans do bore Frank.,A documentary about the Lutherans,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,139,documentary,A documentary about the Lutherans
140,The newspaper articles about Jesus resemble some drawing.,The newspaper articles about Jesus resembles some drawing.,The newspaper articles about Jesus,resemble,resembles,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,140,articles,The newspaper articles about Jesus
141,The commentaries about science are embarrassing Alicia.,The commentaries about science is embarrassing Alicia.,The commentaries about science,are,is,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,141,commentaries,The commentaries about science
142,The newspaper article about the Borgias doesn't worry Carl.,The newspaper article about the Borgias don't worry Carl.,The newspaper article about the Borgias,doesn't,don't,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,142,article,The newspaper article about the Borgias
143,A granddaughter of a lot of girls was wanting to practice.,A granddaughter of a lot of girls were wanting to practice.,A granddaughter of a lot of girls,was,were,7,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,143,granddaughter,A granddaughter of a lot of girls
144,The sketch of scarves wastes away.,The sketch of scarves waste away.,The sketch of scarves,wastes away,waste away,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,144,sketch,The sketch of scarves
145,The commentary about the Impressionists disgusts all drivers.,The commentary about the Impressionists disgust all drivers.,The commentary about the Impressionists,disgusts,disgust,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,145,commentary,The commentary about the Impressionists
146,The newspaper article about the Borgias distracts Diana.,The newspaper article about the Borgias distract Diana.,The newspaper article about the Borgias,distracts,distract,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,146,article,The newspaper article about the Borgias
147,The mothers of Melissa don't urge Valerie to win.,The mothers of Melissa doesn't urge Valerie to win.,The mothers of Melissa,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,147,mothers,The mothers of Melissa
148,The movies about science weren't distracting Stephanie.,The movies about science wasn't distracting Stephanie.,The movies about science,weren't,wasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,148,movies,The movies about science
149,The documentaries about Spain don't astound Anna.,The documentaries about Spain doesn't astound Anna.,The documentaries about Spain,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,149,documentaries,The documentaries about Spain
150,A story about the Lutherans is annoying a lot of boys.,A story about the Lutherans are annoying a lot of boys.,A story about the Lutherans,is,are,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,150,story,A story about the Lutherans
151,The movie about the Impressionists isn't annoying every guy.,The movie about the Impressionists weren't annoying every guy.,The movie about the Impressionists,isn't,weren't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,151,movie,The movie about the Impressionists
152,The report about the Lutherans does stun Andrew.,The report about the Lutherans do stun Andrew.,The report about the Lutherans,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,152,report,The report about the Lutherans
153,The friend of many doctors was motivating Jennifer to die.,The friend of many doctors are motivating Jennifer to die.,The friend of many doctors,was,are,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,153,friend,The friend of many doctors
154,The drawings of Carlos were upsetting the Clintons.,The drawings of Carlos is upsetting the Clintons.,The drawings of Carlos,were,is,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,154,drawings,The drawings of Carlos
155,A grandmother of those actresses does mutter.,A grandmother of those actresses do mutter.,A grandmother of those actresses,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,155,grandmother,A grandmother of those actresses
156,The friend of the teenagers was firing Lawrence.,The friend of the teenagers were firing Lawrence.,The friend of the teenagers,was,were,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,156,friend,The friend of the teenagers
157,A pamphlet about the Great Lakes irritates Emily.,A pamphlet about the Great Lakes irritate Emily.,A pamphlet about the Great Lakes,irritates,irritate,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,157,pamphlet,A pamphlet about the Great Lakes
158,The essay about the Clintons was boring Todd.,The essay about the Clintons were boring Todd.,The essay about the Clintons,was,were,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,158,essay,The essay about the Clintons
