,Sentence_good,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,target
166,"While Lorraine and Kelly were commuting to the mountain, Kelly gave a mango to Lorraine","While Lorraine and Kelly were commuting to the mountain, Kelly gave a mango to",Lorraine,Kelly,Lorraine
167,"When Sonia and Alicia got a pear at the river, Sonia decided to give the pear to Alicia","When Sonia and Alicia got a pear at the river, Sonia decided to give the pear to",Alicia,Sonia,Alicia
168,"Then, David and Martha were thinking about going to the school. Martha wanted to give a mango to David","Then, David and Martha were thinking about going to the school. Martha wanted to give a mango to",David,Martha,David
169,"Then, Pat and Ella were thinking about going to the forest. Pat wanted to give a blueberry to Ella","Then, Pat and Ella were thinking about going to the forest. Pat wanted to give a blueberry to",Ella,Pat,Ella
170,"Then, Anita and Violet went to the zoo. Violet gave a honeydew to Anita","Then, Anita and Violet went to the zoo. Violet gave a honeydew to",Anita,Violet,Anita
171,"While Lee and Loretta were commuting to the forest, Lee gave a watermelon to Loretta","While Lee and Loretta were commuting to the forest, Lee gave a watermelon to",Loretta,Lee,Loretta
172,The gym Sheila and Pat went to had a raspberry. Pat gave it to Sheila,The gym Sheila and Pat went to had a raspberry. Pat gave it to,Sheila,Pat,Sheila
173,"Then, Kristina and Jacqueline were thinking about going to the lake. Kristina wanted to give a papaya to Jacqueline","Then, Kristina and Jacqueline were thinking about going to the lake. Kristina wanted to give a papaya to",Jacqueline,Kristina,Jacqueline
174,"Then, Alyssa and Ethel went to the gym. Ethel gave a mango to Alyssa","Then, Alyssa and Ethel went to the gym. Ethel gave a mango to",Alyssa,Ethel,Alyssa
175,The school Miriam and Nellie went to had a plum. Miriam gave it to Nellie,The school Miriam and Nellie went to had a plum. Miriam gave it to,Nellie,Miriam,Nellie
176,"While Virginia and Martha were working at the cafe, Martha gave a blackberry to Virginia","While Virginia and Martha were working at the cafe, Martha gave a blackberry to",Virginia,Martha,Virginia
177,"When Lula and Alicia got a watermelon at the theater, Lula decided to give it to Alicia","When Lula and Alicia got a watermelon at the theater, Lula decided to give it to",Alicia,Lula,Alicia
178,Friends Evelyn and Inez found a cherry at the shop. Inez gave it to Evelyn,Friends Evelyn and Inez found a cherry at the shop. Inez gave it to,Evelyn,Inez,Evelyn
179,"Then, Yvette and Brandy went to the theater. Yvette gave a plum to Brandy","Then, Yvette and Brandy went to the theater. Yvette gave a plum to",Brandy,Yvette,Brandy
180,Friends Jessie and Natasha found a blackberry at the store. Natasha gave it to Jessie,Friends Jessie and Natasha found a blackberry at the store. Natasha gave it to,Jessie,Natasha,Jessie
181,The park Martha and Stella went to had a apple. Martha gave it to Stella,The park Martha and Stella went to had a apple. Martha gave it to,Stella,Martha,Stella
182,"Then, Paula and Richard were thinking about going to the theater. Richard wanted to give a blackberry to Paula","Then, Paula and Richard were thinking about going to the theater. Richard wanted to give a blackberry to",Paula,Richard,Paula
183,The lake Irma and Chelsea went to had a cherry. Irma gave it to Chelsea,The lake Irma and Chelsea went to had a cherry. Irma gave it to,Chelsea,Irma,Chelsea
184,"Then, Janet and Irma were working at the store. Irma decided to give a banana to Janet","Then, Janet and Irma were working at the store. Irma decided to give a banana to",Janet,Irma,Janet
185,"Then, Sonia and Doris had a lot of fun at the lake. Sonia gave a banana to Doris","Then, Sonia and Doris had a lot of fun at the lake. Sonia gave a banana to",Doris,Sonia,Doris
186,"Afterwards, Mattie and Kari went to the mountain. Kari gave a coconut to Mattie","Afterwards, Mattie and Kari went to the mountain. Kari gave a coconut to",Mattie,Kari,Mattie
187,"Then, Violet and Lorraine were working at the mountain. Violet decided to give a watermelon to Lorraine","Then, Violet and Lorraine were working at the mountain. Violet decided to give a watermelon to",Lorraine,Violet,Lorraine
188,"While Juana and Stacey were working at the lake, Stacey gave a blueberry to Juana","While Juana and Stacey were working at the lake, Stacey gave a blueberry to",Juana,Stacey,Juana
189,"When Eleanor and Heidi got a blackberry at the home, Eleanor decided to give it to Heidi","When Eleanor and Heidi got a blackberry at the home, Eleanor decided to give it to",Heidi,Eleanor,Heidi
190,"When Sheila and Yvette got a coconut at the museum, Yvette decided to give the coconut to Sheila","When Sheila and Yvette got a coconut at the museum, Yvette decided to give the coconut to",Sheila,Yvette,Sheila
191,"Then, Marsha and Virginia were working at the forest. Marsha decided to give a mango to Virginia","Then, Marsha and Virginia were working at the forest. Marsha decided to give a mango to",Virginia,Marsha,Virginia
192,"Then, Jerry and Faye were thinking about going to the mountain. Faye wanted to give a apple to Jerry","Then, Jerry and Faye were thinking about going to the mountain. Faye wanted to give a apple to",Jerry,Faye,Jerry
193,"Afterwards, Lee and Diana went to the river. Lee gave a raspberry to Diana","Afterwards, Lee and Diana went to the river. Lee gave a raspberry to",Diana,Lee,Diana
194,"When Theresa and Natasha got a watermelon at the river, Natasha decided to give the watermelon to Theresa","When Theresa and Natasha got a watermelon at the river, Natasha decided to give the watermelon to",Theresa,Natasha,Theresa
195,"After the lunch, Ethel and Wilma went to the museum. Ethel gave a papaya to Wilma","After the lunch, Ethel and Wilma went to the museum. Ethel gave a papaya to",Wilma,Ethel,Wilma
196,The home Mattie and Maggie went to had a blackberry. Maggie gave it to Mattie,The home Mattie and Maggie went to had a blackberry. Maggie gave it to,Mattie,Maggie,Mattie
197,The theater Ethel and Leona went to had a papaya. Ethel gave it to Leona,The theater Ethel and Leona went to had a papaya. Ethel gave it to,Leona,Ethel,Leona
198,"After Brian and Leigh went to the cafe, Leigh gave a watermelon to Brian","After Brian and Leigh went to the cafe, Leigh gave a watermelon to",Brian,Leigh,Brian
199,"Then, Sophia and Heidi were thinking about going to the shop. Sophia wanted to give a papaya to Heidi","Then, Sophia and Heidi were thinking about going to the shop. Sophia wanted to give a papaya to",Heidi,Sophia,Heidi
200,"While Susan and Robin were working at the home, Robin gave a pineapple to Susan","While Susan and Robin were working at the home, Robin gave a pineapple to",Susan,Robin,Susan
201,Friends Sonia and Yolanda found a honeydew at the mountain. Sonia gave it to Yolanda,Friends Sonia and Yolanda found a honeydew at the mountain. Sonia gave it to,Yolanda,Sonia,Yolanda
202,"After the lunch, Leona and Jackie went to the cafe. Jackie gave a papaya to Leona","After the lunch, Leona and Jackie went to the cafe. Jackie gave a papaya to",Leona,Jackie,Leona
203,Friends Megan and Evelyn found a papaya at the river. Megan gave it to Evelyn,Friends Megan and Evelyn found a papaya at the river. Megan gave it to,Evelyn,Megan,Evelyn
204,"Then, Wilma and Fannie went to the gym. Fannie gave a strawberry to Wilma","Then, Wilma and Fannie went to the gym. Fannie gave a strawberry to",Wilma,Fannie,Wilma
205,"Afterwards, Robin and Stacy went to the library. Robin gave a watermelon to Stacy","Afterwards, Robin and Stacy went to the library. Robin gave a watermelon to",Stacy,Robin,Stacy
206,"Then, Stella and Violet were thinking about going to the forest. Violet wanted to give a blackberry to Stella","Then, Stella and Violet were thinking about going to the forest. Violet wanted to give a blackberry to",Stella,Violet,Stella
207,"Then, Megan and Alyssa had a lot of fun at the lake. Megan gave a cherry to Alyssa","Then, Megan and Alyssa had a lot of fun at the lake. Megan gave a cherry to",Alyssa,Megan,Alyssa
208,"Then, Leona and Kevin went to the mountain. Kevin gave a raspberry to Leona","Then, Leona and Kevin went to the mountain. Kevin gave a raspberry to",Leona,Kevin,Leona
209,"Then, Stacey and Paula had a lot of fun at the store. Stacey gave a honeydew to Paula","Then, Stacey and Paula had a lot of fun at the store. Stacey gave a honeydew to",Paula,Stacey,Paula
210,"Then, Jacqueline and Robin had a lot of fun at the mountain. Robin gave a coconut to Jacqueline","Then, Jacqueline and Robin had a lot of fun at the mountain. Robin gave a coconut to",Jacqueline,Robin,Jacqueline
211,"Afterwards, Stacey and Loretta went to the theater. Stacey gave a peach to Loretta","Afterwards, Stacey and Loretta went to the theater. Stacey gave a peach to",Loretta,Stacey,Loretta
212,The beach David and Estelle went to had a watermelon. Estelle gave it to David,The beach David and Estelle went to had a watermelon. Estelle gave it to,David,Estelle,David
213,"Then, Marilyn and Mildred went to the market. Marilyn gave a cantaloupe to Mildred","Then, Marilyn and Mildred went to the market. Marilyn gave a cantaloupe to",Mildred,Marilyn,Mildred
214,"Then, Wilma and Carol had a lot of fun at the bar. Carol gave a grape to Wilma","Then, Wilma and Carol had a lot of fun at the bar. Carol gave a grape to",Wilma,Carol,Wilma
215,"While Rebecca and Theresa were working at the school, Rebecca gave a plum to Theresa","While Rebecca and Theresa were working at the school, Rebecca gave a plum to",Theresa,Rebecca,Theresa
216,"While Dianne and Erika were working at the theater, Erika gave a watermelon to Dianne","While Dianne and Erika were working at the theater, Erika gave a watermelon to",Dianne,Erika,Dianne
217,"Then, Lula and Anita were working at the beach. Lula decided to give a pineapple to Anita","Then, Lula and Anita were working at the beach. Lula decided to give a pineapple to",Anita,Lula,Anita
218,"Then, Evelyn and Faye were working at the market. Faye decided to give a kiwi to Evelyn","Then, Evelyn and Faye were working at the market. Faye decided to give a kiwi to",Evelyn,Faye,Evelyn
219,"Afterwards, Carol and Harriet went to the shop. Carol gave a coconut to Harriet","Afterwards, Carol and Harriet went to the shop. Carol gave a coconut to",Harriet,Carol,Harriet
220,"When Susan and Miriam got a coconut at the lake, Miriam decided to give it to Susan","When Susan and Miriam got a coconut at the lake, Miriam decided to give it to",Susan,Miriam,Susan
221,"While Mona and Kim were commuting to the museum, Mona gave a blackberry to Kim","While Mona and Kim were commuting to the museum, Mona gave a blackberry to",Kim,Mona,Kim
222,Friends Loretta and Geneva found a kiwi at the lake. Geneva gave it to Loretta,Friends Loretta and Geneva found a kiwi at the lake. Geneva gave it to,Loretta,Geneva,Loretta
223,The river Sonia and Chelsea went to had a raspberry. Sonia gave it to Chelsea,The river Sonia and Chelsea went to had a raspberry. Sonia gave it to,Chelsea,Sonia,Chelsea
224,"After Virginia and Natasha went to the park, Natasha gave a strawberry to Virginia","After Virginia and Natasha went to the park, Natasha gave a strawberry to",Virginia,Natasha,Virginia
225,"While Leigh and Mattie were commuting to the cave, Leigh gave a peach to Mattie","While Leigh and Mattie were commuting to the cave, Leigh gave a peach to",Mattie,Leigh,Mattie
226,"Then, Amanda and Alice had a lot of fun at the gym. Alice gave a strawberry to Amanda","Then, Amanda and Alice had a lot of fun at the gym. Alice gave a strawberry to",Amanda,Alice,Amanda
227,"While Geneva and Brian were commuting to the river, Geneva gave a blackberry to Brian","While Geneva and Brian were commuting to the river, Geneva gave a blackberry to",Brian,Geneva,Brian
228,"When Lorraine and Melissa got a orange at the school, Melissa decided to give it to Lorraine","When Lorraine and Melissa got a orange at the school, Melissa decided to give it to",Lorraine,Melissa,Lorraine
229,"When Teresa and Doris got a grape at the forest, Teresa decided to give the grape to Doris","When Teresa and Doris got a grape at the forest, Teresa decided to give the grape to",Doris,Teresa,Doris
230,"When Amanda and Grace got a apple at the theater, Grace decided to give it to Amanda","When Amanda and Grace got a apple at the theater, Grace decided to give it to",Amanda,Grace,Amanda
231,The shop Kelly and Kathryn went to had a raspberry. Kelly gave it to Kathryn,The shop Kelly and Kathryn went to had a raspberry. Kelly gave it to,Kathryn,Kelly,Kathryn
232,The mountain Lorraine and Melissa went to had a cherry. Melissa gave it to Lorraine,The mountain Lorraine and Melissa went to had a cherry. Melissa gave it to,Lorraine,Melissa,Lorraine
233,"Then, Kristina and Theresa were working at the theater. Kristina decided to give a blackberry to Theresa","Then, Kristina and Theresa were working at the theater. Kristina decided to give a blackberry to",Theresa,Kristina,Theresa
234,"While Sarah and Ethel were commuting to the river, Ethel gave a kiwi to Sarah","While Sarah and Ethel were commuting to the river, Ethel gave a kiwi to",Sarah,Ethel,Sarah
235,"Afterwards, Jody and David went to the museum. Jody gave a plum to David","Afterwards, Jody and David went to the museum. Jody gave a plum to",David,Jody,David
